loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,start_date,monthly_payment,remaining_balance,status
LOAN000293,CUST002330,Personal,13885,0.0691,36,2017-11-13,428.19,4948.31,Current
LOAN000294,CUST002196,Student,76185,0.0701,240,2024-10-16,590.99,30905.98,Current
LOAN000295,CUST003065,Auto,20815,0.046,72,2018-05-23,331.39,8347.27,Current
LOAN000296,CUST000658,Auto,13736,0.0538,72,2024-02-08,223.64,12220.63,Current
LOAN000297,CUST002375,Auto,48320,0.0713,36,2025-08-15,1494.89,23681.78,Current
LOAN000298,CUST002226,Auto,47156,0.0439,60,2022-02-17,876.82,22898.85,Current
LOAN000299,CUST004265,Mortgage,205952,0.0559,360,2022-03-05,1181.45,158340.3,Current
LOAN000300,CUST001171,Mortgage,484363,0.0486,240,2025-01-28,3158.92,424584.39,Delinquent
LOAN000301,CUST000133,Mortgage,109761,0.0481,240,2020-09-18,713.12,86905.21,Paid Off
LOAN000302,CUST000472,Student,65413,0.059,180,2023-02-23,548.46,39356.91,Current
LOAN000303,CUST003226,Mortgage,197237,0.0413,180,2019-09-23,1472.05,109738.85,Current
LOAN000304,CUST001406,Mortgage,456971,0.0339,240,2025-08-13,2623.46,124392.78,Delinquent
LOAN000305,CUST002877,Mortgage,371240,0.0556,240,2022-05-13,2565.76,134878.35,Delinquent
LOAN000306,CUST004505,Auto,29739,0.0684,72,2023-10-13,504.79,17243.41,Current
LOAN000307,CUST004693,Mortgage,425763,0.0466,180,2024-05-25,3292.54,262779.82,Current
LOAN000308,CUST002827,Student,13411,0.0629,240,2025-04-26,98.3,8073.14,Current
LOAN000309,CUST000288,Mortgage,191377,0.0375,240,2018-06-15,1134.28,76238.0,Current
LOAN000310,CUST001870,Auto,17166,0.0768,72,2020-06-23,298.28,4788.71,Delinquent
LOAN000311,CUST003115,Auto,32951,0.0725,36,2022-09-17,1021.25,28543.02,Current
LOAN000312,CUST003626,Mortgage,295643,0.042,180,2025-04-16,2215.94,155542.25,Current
LOAN000313,CUST002313,Mortgage,458974,0.0389,240,2024-09-04,2753.65,172375.53,Current
LOAN000314,CUST004924,Mortgage,315874,0.0549,240,2024-05-18,2171.89,110179.65,Current
LOAN000315,CUST001619,Student,60749,0.0415,120,2024-03-16,619.28,11164.16,Current
LOAN000316,CUST000995,Mortgage,432594,0.0366,360,2020-04-10,1981.96,162493.08,Current
LOAN000317,CUST001804,Personal,14822,0.0839,48,2021-07-10,364.53,9490.69,Current
LOAN000318,CUST002643,Mortgage,296860,0.0584,180,2025-06-06,2479.66,118401.29,Current
LOAN000319,CUST004803,Personal,15928,0.0675,48,2024-03-09,379.57,11822.5,Current
LOAN000320,CUST003536,Student,70415,0.0516,180,2024-11-06,562.86,59340.96,Current
LOAN000321,CUST004832,Mortgage,421978,0.031,360,2025-03-31,1802.98,120909.65,Current
LOAN000322,CUST003912,Auto,32229,0.0451,48,2024-07-21,735.11,16285.46,Current
LOAN000323,CUST002108,Student,33577,0.0723,180,2025-06-21,306.18,29643.62,Current
LOAN000324,CUST003045,Auto,16339,0.0487,36,2020-12-08,488.77,11739.22,Current
LOAN000325,CUST000417,Auto,19775,0.0726,72,2024-12-05,339.62,15935.24,Delinquent
LOAN000326,CUST000978,Auto,25953,0.0647,36,2019-12-08,795.11,16500.79,Current
LOAN000327,CUST002418,Personal,19241,0.1032,36,2023-09-23,623.72,5399.59,Current
LOAN000328,CUST000506,Mortgage,218912,0.0376,240,2016-12-19,1298.61,196424.97,Current
LOAN000329,CUST004153,Personal,12605,0.1089,48,2021-12-29,325.13,6048.72,Delinquent
LOAN000330,CUST004256,Mortgage,202893,0.0474,240,2025-02-17,1310.4,133097.38,Current
LOAN000331,CUST003942,Mortgage,143912,0.0591,240,2021-12-24,1023.19,14814.99,Paid Off
LOAN000332,CUST000415,Mortgage,264050,0.0396,360,2023-11-14,1254.44,150448.38,Current
LOAN000333,CUST004149,Mortgage,177544,0.0524,180,2021-09-25,1426.13,57347.07,Current
LOAN000334,CUST001184,Student,41149,0.0668,240,2024-06-20,311.23,6991.59,Current
LOAN000335,CUST000486,Mortgage,448536,0.0491,360,2020-11-23,2383.03,202911.51,Current
LOAN000336,CUST000894,Personal,18443,0.0799,24,2024-03-29,834.03,9361.47,Current
LOAN000337,CUST000806,Mortgage,172648,0.0532,360,2024-09-25,961.16,20115.96,Current
LOAN000338,CUST000556,Auto,13623,0.073,72,2021-05-01,234.2,9652.72,Current
LOAN000339,CUST003826,Personal,32215,0.1068,48,2022-11-12,827.67,5105.83,Current
LOAN000340,CUST001198,Mortgage,440362,0.0426,180,2025-05-07,3313.97,304489.85,Current
LOAN000341,CUST004254,Auto,38675,0.0744,60,2021-10-09,773.84,9700.72,Current
LOAN000342,CUST004059,Mortgage,264190,0.0567,240,2024-09-07,1842.93,142496.3,Current
LOAN000343,CUST001294,Mortgage,369593,0.0497,360,2024-07-14,1978.33,329196.2,Current
LOAN000344,CUST002222,Auto,34371,0.0799,60,2022-06-17,696.76,26406.51,Delinquent
LOAN000345,CUST003505,Auto,17896,0.0541,72,2023-08-01,291.67,10611.5,Current
LOAN000346,CUST003655,Mortgage,353831,0.0475,360,2025-09-26,1846.57,145805.54,Current
LOAN000347,CUST004759,Personal,20334,0.0962,60,2021-02-28,428.27,7018.56,Current
LOAN000348,CUST003007,Personal,17834,0.1073,36,2023-10-08,581.58,5925.05,Current
LOAN000349,CUST002094,Mortgage,219980,0.0344,180,2016-12-16,1566.45,33770.8,Current
LOAN000350,CUST002188,Personal,42771,0.0665,24,2018-11-14,1908.2,5547.26,Delinquent
LOAN000351,CUST003037,Auto,28686,0.0691,36,2020-09-20,884.61,18834.76,Current
LOAN000352,CUST003919,Auto,48100,0.0661,48,2024-07-06,1143.04,17176.58,Current
LOAN000353,CUST001273,Personal,46560,0.0958,12,2022-11-17,4084.17,19049.77,Current
LOAN000354,CUST000291,Student,34162,0.0775,120,2023-06-03,409.92,20861.95,Current
LOAN000355,CUST004828,Personal,39622,0.1054,12,2017-08-27,3493.33,26886.58,Current
LOAN000356,CUST000253,Auto,15491,0.0412,36,2023-09-24,458.16,2481.09,Current
LOAN000357,CUST003246,Auto,11369,0.0728,36,2020-04-12,352.5,2474.5,Current
LOAN000358,CUST000351,Personal,11388,0.1143,60,2024-04-30,250.02,2865.24,Current
LOAN000359,CUST001188,Auto,27119,0.0743,48,2023-05-18,654.88,7504.95,Current
LOAN000360,CUST001962,Auto,30810,0.0559,72,2025-03-13,504.65,4037.69,Current
LOAN000361,CUST000423,Mortgage,394061,0.0339,180,2020-03-14,2795.48,297160.07,Current
LOAN000362,CUST000091,Auto,22124,0.0724,36,2020-02-18,685.56,7837.03,Current
LOAN000363,CUST003730,Personal,36653,0.0913,12,2023-05-23,3207.57,22540.79,Current
LOAN000364,CUST002237,Auto,45591,0.0456,72,2024-08-20,724.95,40896.32,Current
LOAN000365,CUST000671,Mortgage,327870,0.0383,180,2020-10-06,2397.04,288522.44,Current
LOAN000366,CUST003041,Mortgage,221569,0.0573,360,2024-12-23,1290.03,89456.24,Current
LOAN000367,CUST000027,Personal,7887,0.0848,12,2022-06-13,687.83,2452.02,Current
LOAN000368,CUST000430,Personal,46822,0.0638,48,2025-08-28,1107.83,28182.64,Current
LOAN000369,CUST000684,Personal,18912,0.1199,24,2024-11-07,890.16,7357.99,Current
LOAN000370,CUST004464,Student,51484,0.0562,180,2022-02-19,423.93,34670.39,Current
LOAN000371,CUST003946,Student,35055,0.0736,120,2023-01-13,413.57,26584.07,Delinquent
LOAN000372,CUST003524,Student,17633,0.0518,120,2023-12-11,188.62,2671.6,Current
LOAN000373,CUST001542,Auto,23401,0.0692,60,2024-10-27,462.44,7657.21,Paid Off
LOAN000374,CUST002032,Personal,11887,0.1063,60,2023-05-06,256.24,7497.57,Current
LOAN000375,CUST002233,Student,63620,0.0401,120,2025-08-09,644.3,25686.14,Current
LOAN000376,CUST004121,Mortgage,313059,0.0516,180,2022-05-02,2502.15,117343.06,Current
LOAN000377,CUST003236,Personal,45634,0.0813,60,2025-04-20,928.08,5383.16,Current
LOAN000378,CUST000255,Auto,20076,0.0665,72,2020-10-07,338.94,9973.01,Current
LOAN000379,CUST001030,Auto,25210,0.062,48,2021-07-02,594.38,22551.69,Current
LOAN000380,CUST004393,Auto,17867,0.0747,48,2020-12-19,431.75,6908.88,Current
LOAN000381,CUST003801,Student,85139,0.0762,180,2024-02-09,795.08,48197.99,Current
LOAN000382,CUST004311,Personal,35477,0.0999,60,2023-04-27,753.63,7927.39,Current
LOAN000383,CUST002510,Auto,25073,0.0553,72,2021-11-14,410.03,5517.4,Delinquent
LOAN000384,CUST002293,Auto,27985,0.067,60,2023-10-22,550.17,15641.33,Current
LOAN000385,CUST001324,Mortgage,289469,0.0353,240,2025-09-20,1683.9,115750.84,Current
LOAN000386,CUST001551,Mortgage,442489,0.0511,240,2020-12-31,2948.3,370512.36,Paid Off
LOAN000387,CUST004648,Auto,29382,0.0612,36,2020-08-09,895.43,17153.81,Current
LOAN000388,CUST000316,Mortgage,113280,0.0511,180,2025-01-22,902.4,77961.24,Current
LOAN000389,CUST001243,Auto,23527,0.0463,60,2020-06-18,439.98,10609.92,Delinquent
LOAN000390,CUST002451,Mortgage,475031,0.0323,360,2025-08-09,2062.94,79426.56,Current
LOAN000391,CUST001579,Student,40927,0.0572,120,2018-02-16,448.6,14169.42,Current
LOAN000392,CUST004626,Mortgage,206737,0.0581,240,2024-03-09,1459.04,107360.8,Current
LOAN000393,CUST003117,Mortgage,417647,0.0518,180,2024-02-13,3342.19,298235.07,Current
LOAN000394,CUST000070,Auto,36336,0.0736,60,2025-02-26,725.75,29822.38,Current
LOAN000395,CUST000860,Auto,34984,0.0462,60,2022-03-03,654.17,25165.7,Current
LOAN000396,CUST002754,Personal,37865,0.08,24,2021-05-23,1712.58,34019.65,Current
LOAN000397,CUST001633,Auto,25622,0.0644,72,2025-09-22,429.99,22439.42,Delinquent
LOAN000398,CUST001651,Mortgage,261627,0.0453,360,2024-02-11,1330.88,142847.86,Current
LOAN000399,CUST003861,Auto,25721,0.0648,36,2025-09-16,788.1,8593.04,Current
LOAN000400,CUST003107,Personal,40400,0.082,24,2025-03-22,1830.82,31727.92,Current
LOAN000401,CUST001075,Auto,49317,0.0613,60,2021-12-16,956.34,42114.42,Current
LOAN000402,CUST004002,Auto,20159,0.0585,60,2022-03-18,388.29,17373.46,Current
LOAN000403,CUST000788,Mortgage,255707,0.0455,180,2024-09-28,1963.12,175838.62,Current
LOAN000404,CUST002606,Auto,40550,0.0533,72,2022-08-19,659.2,28843.5,Delinquent
LOAN000405,CUST003631,Auto,36655,0.0781,48,2018-03-08,891.63,15645.58,Current
LOAN000406,CUST002122,Auto,36534,0.0655,60,2020-08-27,715.73,30976.79,Current
LOAN000407,CUST001875,Mortgage,301747,0.0547,360,2023-03-20,1707.94,189234.44,Current
LOAN000408,CUST000812,Mortgage,266904,0.0397,360,2022-02-19,1270.04,90779.0,Delinquent
LOAN000409,CUST000388,Auto,17615,0.0565,72,2021-01-30,289.05,13029.8,Current
LOAN000410,CUST002883,Personal,7134,0.0803,60,2022-05-11,144.76,5181.67,Current
LOAN000411,CUST001176,Mortgage,159107,0.0438,360,2023-12-25,794.68,94065.95,Current
LOAN000412,CUST003198,Mortgage,162610,0.0425,360,2024-08-31,800.0,16298.96,Current
LOAN000413,CUST002624,Student,61459,0.0586,120,2021-11-07,678.04,32815.47,Current
LOAN000414,CUST001352,Personal,32878,0.0705,48,2024-08-23,788.1,4594.85,Delinquent
LOAN000415,CUST000411,Auto,42933,0.0675,72,2024-06-05,726.86,32824.7,Current
LOAN000416,CUST004213,Student,27956,0.0457,180,2025-02-02,214.86,12081.54,Current
LOAN000417,CUST000110,Student,46960,0.0766,180,2022-12-08,439.56,22207.31,Current
LOAN000418,CUST004996,Mortgage,295454,0.0401,180,2018-12-31,2187.63,40889.29,Current
LOAN000419,CUST003430,Auto,45015,0.0645,36,2025-07-16,1378.65,34660.47,Current
LOAN000420,CUST002810,Auto,49692,0.0652,72,2023-10-28,835.81,34565.07,Current
LOAN000421,CUST002595,Auto,29261,0.0549,36,2022-05-29,883.42,24245.61,Paid Off
LOAN000422,CUST002837,Mortgage,121914,0.0346,240,2020-09-22,704.55,99966.52,Current
LOAN000423,CUST002373,Auto,12927,0.0605,72,2025-05-09,214.54,7698.77,Current
LOAN000424,CUST001236,Auto,31419,0.0494,48,2025-04-14,722.64,3180.31,Delinquent
LOAN000425,CUST002147,Mortgage,377973,0.0498,360,2021-04-05,2025.22,217657.65,Current
LOAN000426,CUST004976,Mortgage,270695,0.0333,360,2025-06-07,1189.84,163205.09,Current
LOAN000427,CUST000600,Personal,39908,0.08,24,2023-05-12,1805.01,21824.89,Current
LOAN000428,CUST001435,Mortgage,300181,0.0471,240,2022-12-01,1933.61,176053.77,Current
LOAN000429,CUST004997,Auto,43020,0.0446,48,2025-01-27,980.16,30580.4,Current
LOAN000430,CUST000539,Student,61590,0.0788,240,2022-03-23,510.69,22953.4,Delinquent
LOAN000431,CUST000722,Auto,12993,0.0758,72,2020-09-14,225.13,7706.13,Current
LOAN000432,CUST004411,Mortgage,450151,0.0357,240,2024-02-07,2627.49,385372.04,Current
LOAN000433,CUST001873,Auto,20043,0.073,48,2023-05-30,482.77,7046.16,Current
LOAN000434,CUST002846,Mortgage,381825,0.0426,240,2024-04-06,2366.56,41951.03,Current
LOAN000435,CUST002054,Mortgage,413670,0.0385,180,2020-11-13,3028.02,161814.44,Current
LOAN000436,CUST002908,Auto,16694,0.0742,60,2018-01-17,333.87,4653.01,Current
LOAN000437,CUST002255,Personal,40275,0.1145,24,2025-09-03,1885.49,14348.3,Current
LOAN000438,CUST003913,Mortgage,262427,0.043,360,2024-10-24,1298.75,179623.39,Current
LOAN000439,CUST000178,Personal,30499,0.079,12,2019-05-30,2651.62,22241.0,Current
LOAN000440,CUST002891,Auto,17279,0.0435,36,2024-02-03,512.84,3306.38,Current
LOAN000441,CUST003674,Auto,35650,0.0518,72,2023-07-11,577.13,6473.41,Current
LOAN000442,CUST000081,Personal,19938,0.1048,36,2024-11-14,647.86,2404.13,Current
LOAN000443,CUST002562,Mortgage,474809,0.0378,180,2023-12-30,3459.74,118559.3,Current
LOAN000444,CUST001724,Personal,44184,0.0624,36,2024-06-02,1349.01,34887.58,Current
LOAN000445,CUST001618,Personal,6776,0.0813,60,2023-11-10,137.8,4075.15,Delinquent
LOAN000446,CUST001655,Mortgage,469476,0.0392,240,2024-09-26,2824.72,78615.5,Current
LOAN000447,CUST002329,Mortgage,348312,0.0428,360,2025-02-20,1718.87,69416.86,Current
LOAN000448,CUST004614,Mortgage,325214,0.0388,180,2017-01-03,2385.63,39724.46,Delinquent
LOAN000449,CUST000222,Auto,40464,0.0539,60,2018-02-25,770.95,32923.3,Current
LOAN000450,CUST000094,Personal,9160,0.1062,12,2022-11-11,807.96,5443.93,Current
LOAN000451,CUST002610,Mortgage,264194,0.0568,360,2024-08-17,1529.96,213424.8,Current
LOAN000452,CUST003383,Mortgage,213544,0.0514,360,2025-01-30,1165.09,159746.24,Current
LOAN000453,CUST004416,Personal,21389,0.1041,12,2024-09-09,1884.49,3025.37,Current
LOAN000454,CUST001398,Personal,42319,0.105,60,2025-09-11,909.67,25858.49,Current
LOAN000455,CUST004687,Mortgage,473663,0.0468,360,2019-02-07,2450.29,192083.48,Current
LOAN000456,CUST001293,Mortgage,102277,0.0523,180,2025-06-11,821.25,48997.68,Current
LOAN000457,CUST002165,Personal,43674,0.0651,36,2025-04-17,1338.77,10998.68,Delinquent
LOAN000458,CUST002940,Mortgage,182439,0.0326,180,2019-10-15,1283.11,72355.22,Current
LOAN000459,CUST003669,Auto,30231,0.0469,72,2023-05-25,482.6,4783.25,Current
LOAN000460,CUST000813,Mortgage,306704,0.0411,180,2024-05-05,2286.16,85011.26,Delinquent
LOAN000461,CUST001259,Auto,45208,0.0408,36,2023-08-18,1336.24,25105.27,Current
LOAN000462,CUST000890,Auto,11796,0.0641,60,2025-03-14,230.33,2533.36,Paid Off
LOAN000463,CUST001452,Personal,24118,0.1001,36,2021-05-09,778.3,16397.81,Delinquent
LOAN000464,CUST003317,Auto,32268,0.062,60,2022-04-21,626.77,19312.81,Current
LOAN000465,CUST002560,Mortgage,476556,0.0563,240,2025-06-30,3314.56,398855.64,Current
LOAN000466,CUST003575,Mortgage,173877,0.0311,240,2023-12-27,974.27,87786.36,Current
LOAN000467,CUST002681,Personal,35850,0.0983,36,2024-09-01,1153.87,23815.45,Current
LOAN000468,CUST004652,Auto,46071,0.0484,36,2022-04-12,1377.41,26257.27,Current
LOAN000469,CUST004812,Student,72380,0.0424,120,2019-04-13,741.23,59874.95,Current
LOAN000470,CUST004680,Personal,38250,0.1051,36,2025-04-22,1243.4,25563.8,Current
LOAN000471,CUST002965,Personal,14559,0.1037,24,2023-03-14,674.31,1509.53,Current
LOAN000472,CUST002673,Mortgage,318289,0.0424,180,2025-09-26,2393.28,187197.55,Current
LOAN000473,CUST000562,Auto,49387,0.0561,36,2021-11-24,1493.73,12577.56,Current
LOAN000474,CUST002779,Personal,34760,0.0735,48,2024-02-05,838.09,20967.97,Delinquent
LOAN000475,CUST002949,Personal,41941,0.0901,12,2025-07-02,3667.91,11439.63,Current
LOAN000476,CUST002818,Personal,33513,0.1077,24,2024-12-06,1558.32,14733.58,Current
LOAN000477,CUST002759,Student,88111,0.0417,180,2020-12-31,659.11,18075.62,Current
LOAN000478,CUST001757,Mortgage,223576,0.0543,360,2024-09-14,1259.06,78010.91,Current
LOAN000479,CUST000725,Mortgage,208263,0.0353,180,2023-11-12,1492.12,31255.52,Current
LOAN000480,CUST000220,Auto,33634,0.0549,48,2017-02-03,782.06,27580.6,Current
LOAN000481,CUST004140,Auto,41007,0.0787,72,2025-04-24,716.34,6852.61,Current
LOAN000482,CUST003958,Mortgage,366534,0.0397,180,2024-07-20,2706.22,205432.59,Current
LOAN000483,CUST001589,Student,62532,0.0765,240,2022-04-07,509.57,47887.31,Current
LOAN000484,CUST003348,Mortgage,363742,0.0489,240,2025-06-22,2379.39,278318.76,Current
LOAN000485,CUST003971,Personal,49158,0.0867,24,2025-05-01,2238.33,27871.63,Current
LOAN000486,CUST004708,Mortgage,301659,0.0386,180,2020-12-17,2210.45,81240.24,Current
LOAN000487,CUST000044,Mortgage,259497,0.0497,240,2025-08-28,1707.77,144918.94,Current
LOAN000488,CUST003002,Mortgage,331677,0.0448,360,2024-03-10,1675.87,105907.77,Current
LOAN000489,CUST000211,Auto,11398,0.0717,48,2025-01-12,273.83,7522.73,Current
LOAN000490,CUST000678,Auto,12160,0.0474,36,2019-06-16,363.01,9135.69,Current
LOAN000491,CUST000355,Student,62349,0.0459,180,2022-07-26,479.88,51759.1,Current
LOAN000492,CUST001434,Auto,15868,0.0409,72,2020-03-04,248.91,9888.62,Current
LOAN000493,CUST000950,Personal,35588,0.0927,36,2024-06-21,1136.09,14601.39,Current
LOAN000494,CUST002844,Mortgage,217892,0.0352,360,2025-02-11,980.81,80855.45,Current
LOAN000495,CUST000578,Mortgage,219785,0.0418,360,2023-12-16,1072.36,75762.9,Delinquent
LOAN000496,CUST003929,Auto,34304,0.0663,60,2025-09-14,673.33,20276.4,Delinquent
LOAN000497,CUST000545,Personal,44238,0.1013,60,2024-02-14,942.76,14973.01,Current
LOAN000498,CUST000368,Personal,29297,0.0703,60,2020-11-08,580.56,6970.0,Current
LOAN000499,CUST001613,Auto,44702,0.063,60,2020-08-22,870.47,29705.89,Current
LOAN000500,CUST003551,Auto,26116,0.0562,60,2023-10-16,500.3,17556.03,Current
LOAN000501,CUST003717,Mortgage,464788,0.0579,240,2023-10-31,3273.02,410154.94,Current
LOAN000502,CUST003780,Auto,49721,0.0741,48,2017-07-10,1200.03,37767.1,Current
LOAN000503,CUST000136,Mortgage,355342,0.0536,180,2016-10-18,2877.68,200321.55,Current
LOAN000504,CUST004481,Mortgage,279534,0.0595,240,2024-10-19,1995.16,235932.47,Delinquent
LOAN000505,CUST001438,Student,98480,0.0705,240,2022-11-27,766.59,74003.44,Current
LOAN000506,CUST000048,Auto,31974,0.0616,48,2019-12-22,753.24,5568.64,Current
LOAN000507,CUST001361,Mortgage,483514,0.0511,360,2023-09-02,2628.66,287037.01,Current
LOAN000508,CUST000735,Auto,44876,0.0756,60,2025-02-09,900.4,35678.88,Current
LOAN000509,CUST001535,Auto,15196,0.0741,60,2023-01-26,303.85,13574.97,Current
LOAN000510,CUST002005,Student,76282,0.0509,120,2022-09-28,812.54,38967.36,Current
LOAN000511,CUST003796,Auto,11790,0.075,36,2022-10-21,366.73,6332.87,Paid Off
LOAN000512,CUST002520,Auto,47076,0.0573,36,2025-09-18,1426.48,14205.26,Current
LOAN000513,CUST001973,Mortgage,178031,0.038,240,2025-02-03,1060.24,76414.39,Current
LOAN000514,CUST000997,Mortgage,318419,0.0335,240,2019-01-20,1821.79,144953.45,Current
LOAN000515,CUST000062,Auto,36815,0.0737,60,2022-02-25,735.43,24702.19,Delinquent
LOAN000516,CUST001109,Auto,22875,0.0507,72,2025-07-16,369.14,17443.13,Current
LOAN000517,CUST002406,Mortgage,451269,0.0419,240,2025-07-08,2780.45,166999.45,Current
LOAN000518,CUST000096,Auto,42868,0.046,60,2024-04-03,801.06,21720.82,Current
LOAN000519,CUST000479,Student,67022,0.0505,180,2021-09-15,531.92,26399.76,Current
LOAN000520,CUST004360,Auto,24712,0.0614,60,2019-05-02,479.36,14496.65,Current
LOAN000521,CUST004113,Mortgage,420110,0.0323,240,2022-08-01,2379.06,351407.07,Current
LOAN000522,CUST003708,Auto,45974,0.0713,48,2024-09-27,1103.73,21474.12,Current
LOAN000523,CUST001102,Auto,37104,0.0417,48,2024-09-23,840.67,12877.33,Current
LOAN000524,CUST002747,Mortgage,384621,0.0482,360,2025-05-20,2023.31,237791.93,Current
LOAN000525,CUST002171,Auto,43703,0.0459,60,2021-08-20,816.54,36714.72,Current
LOAN000526,CUST000323,Mortgage,125585,0.0419,240,2025-07-14,773.96,67545.93,Current
LOAN000527,CUST004255,Auto,12743,0.0572,72,2024-08-01,209.51,1471.65,Current
LOAN000528,CUST003143,Mortgage,428785,0.0596,180,2024-01-22,3608.44,242294.84,Paid Off
LOAN000529,CUST003538,Mortgage,241586,0.0487,240,2024-07-21,1576.64,118396.37,Current
LOAN000530,CUST004926,Auto,32110,0.0622,48,2024-03-23,757.32,13210.9,Current
LOAN000531,CUST002925,Student,95251,0.0589,180,2017-04-09,798.25,50001.02,Current
LOAN000532,CUST001150,Mortgage,278168,0.0313,240,2025-07-01,1561.32,86667.7,Current
LOAN000533,CUST003618,Mortgage,298702,0.0466,360,2024-10-23,1542.03,153525.08,Current
LOAN000534,CUST000292,Mortgage,391105,0.053,360,2025-01-08,2171.06,207240.41,Current
LOAN000535,CUST003750,Personal,11010,0.0654,36,2024-07-07,337.62,7403.12,Current
LOAN000536,CUST003587,Personal,45806,0.0862,36,2025-04-18,1448.52,11550.78,Current
LOAN000537,CUST000534,Auto,40478,0.0697,60,2025-05-03,801.0,28488.22,Current
LOAN000538,CUST003608,Personal,48347,0.0886,48,2018-12-29,1199.83,14239.2,Current
LOAN000539,CUST002649,Auto,36133,0.0675,72,2025-01-12,611.71,13996.17,Current
LOAN000540,CUST004811,Student,23894,0.0456,240,2025-01-29,151.99,3084.55,Current
LOAN000541,CUST001984,Mortgage,361116,0.0406,360,2024-11-07,1736.4,106293.64,Current
LOAN000542,CUST002933,Student,82544,0.0611,240,2022-04-15,596.77,39923.65,Paid Off
LOAN000543,CUST001537,Mortgage,297758,0.0367,180,2023-01-17,2153.34,197733.07,Current
LOAN000544,CUST004535,Mortgage,334028,0.0366,180,2025-07-26,2414.09,54110.63,Current
LOAN000545,CUST004173,Personal,32399,0.0759,36,2022-05-31,1009.2,10502.65,Current
LOAN000546,CUST003361,Auto,10123,0.0585,72,2022-05-29,167.07,4073.07,Delinquent
LOAN000547,CUST003666,Mortgage,232006,0.0581,360,2025-03-22,1363.32,197471.61,Current
LOAN000548,CUST004006,Personal,21274,0.061,36,2024-03-18,648.19,11674.76,Current
LOAN000549,CUST003627,Personal,17404,0.1025,12,2019-06-08,1532.12,7413.35,Current
LOAN000550,CUST000587,Mortgage,233755,0.0426,240,2020-12-12,1448.8,51269.82,Current
LOAN000551,CUST003257,Student,77879,0.0419,180,2025-01-18,583.64,48735.6,Delinquent
LOAN000552,CUST002299,Mortgage,133315,0.0444,360,2025-06-16,670.45,94640.09,Current
LOAN000553,CUST003989,Mortgage,117655,0.0437,240,2024-12-25,736.0,35295.18,Current
LOAN000554,CUST000585,Mortgage,167984,0.0358,180,2024-01-19,1207.15,80953.27,Current
LOAN000555,CUST002424,Mortgage,488441,0.0564,360,2023-04-04,2816.08,102417.34,Current
LOAN000556,CUST001392,Student,66451,0.0609,120,2025-06-13,740.62,57627.76,Current
LOAN000557,CUST004526,Personal,12182,0.0883,12,2024-01-17,1064.36,7525.12,Delinquent
LOAN000558,CUST004921,Mortgage,217504,0.0304,240,2021-03-24,1210.49,190024.96,Current
LOAN000559,CUST004801,Personal,36884,0.073,48,2024-12-24,888.34,8705.28,Current
LOAN000560,CUST003241,Student,35052,0.057,120,2025-06-13,383.84,26581.44,Current
LOAN000561,CUST004282,Personal,12272,0.0786,48,2022-10-07,298.77,6020.17,Current
LOAN000562,CUST003339,Personal,48828,0.0837,36,2025-06-25,1538.38,35078.45,Current
LOAN000563,CUST003221,Auto,27832,0.076,60,2019-10-28,558.97,7171.59,Current
LOAN000564,CUST002112,Mortgage,497450,0.0422,240,2023-05-17,3071.99,168922.45,Current
LOAN000565,CUST001175,Student,21377,0.0447,180,2023-12-11,163.19,11452.46,Current
LOAN000566,CUST004863,Personal,46983,0.0806,24,2023-07-19,2126.18,9345.19,Current
LOAN000567,CUST003812,Mortgage,324756,0.0595,180,2023-07-11,2731.65,231040.01,Current
LOAN000568,CUST001868,Personal,41061,0.1105,12,2022-02-27,3629.97,9431.64,Current
LOAN000569,CUST002615,Mortgage,374892,0.0373,360,2021-04-02,1731.52,50296.62,Current
LOAN000570,CUST003867,Auto,35191,0.077,72,2025-06-22,611.83,18492.81,Current
LOAN000571,CUST004886,Auto,24402,0.04,48,2020-11-29,551.03,11780.03,Current
LOAN000572,CUST003779,Personal,10818,0.061,48,2017-08-22,254.54,4648.29,Current
LOAN000573,CUST003847,Auto,45429,0.0505,60,2025-06-06,858.31,15490.58,Current
LOAN000574,CUST002417,Mortgage,216732,0.059,180,2024-06-20,1817.21,134465.47,Current
LOAN000575,CUST000071,Auto,13123,0.0473,60,2017-04-21,246.04,2207.33,Current
LOAN000576,CUST004881,Auto,10827,0.0487,72,2025-05-27,173.69,6801.3,Current
LOAN000577,CUST001127,Mortgage,486268,0.0442,360,2021-04-17,2441.13,121727.69,Current
LOAN000578,CUST004025,Personal,46366,0.0671,48,2024-09-28,1104.09,5469.54,Current
LOAN000579,CUST003251,Auto,33645,0.0782,48,2024-11-22,818.58,23308.31,Delinquent
LOAN000580,CUST003902,Mortgage,293238,0.0359,240,2020-10-23,1714.13,259216.9,Delinquent
LOAN000581,CUST001096,Personal,48927,0.0768,36,2021-09-26,1525.95,24162.79,Current
LOAN000582,CUST004546,Mortgage,160285,0.0381,240,2024-05-02,955.51,120516.38,Current
LOAN000583,CUST001213,Auto,46836,0.0477,36,2024-10-06,1398.81,32606.76,Current
LOAN000584,CUST003922,Personal,26769,0.105,24,2023-07-13,1241.44,8284.61,Current
LOAN000585,CUST001426,Mortgage,422610,0.0473,240,2024-11-21,2727.05,326215.12,Current
LOAN000586,CUST003067,Personal,22613,0.113,60,2018-05-19,495.04,19258.65,Current
